town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Horčápsko,6,39,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564257,564257,32.35
Horčápsko,9,21,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564257,564257,19.11
Nové Město pod Smrkem,6,960,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564265,564265,23.15
Nové Město pod Smrkem,9,438,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564265,564265,11.01
Svojšice,6,27,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564273,564273,24.13
Svojšice,9,30,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564273,564273,18.96
Oldřichov v Hájích,6,148,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564281,564281,17.63
Oldřichov v Hájích,9,179,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564281,564281,26.01
Osečná,6,259,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564290,564290,18.72
Osečná,9,217,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564290,564290,13.09
Pěnčín,6,189,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564303,564303,20.63
Pěnčín,9,193,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564303,564303,17.93
Pertoltice,6,74,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564311,564311,31.77
Pertoltice,9,26,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564311,564311,14.01
Zbenice,6,56,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564320,564320,29.48
Zbenice,9,19,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564320,564320,10.25
Županovice,6,26,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564338,564338,23.52
Županovice,9,17,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564338,564338,9.80
Lazsko,6,42,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564346,564346,14.41
Lazsko,9,61,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564346,564346,24.32
Příšovice,6,342,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564354,564354,23.27
Příšovice,9,251,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564354,564354,16.10
Vrančice,6,42,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564362,564362,21.87
Vrančice,9,55,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564362,564362,20.83
Raspenava,6,635,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564371,564371,19.52
Raspenava,9,407,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564371,564371,11.50
Radětice,6,54,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564389,564389,19.19
Radětice,9,39,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564389,564389,21.21
Rynoltice,6,210,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564397,564397,22.37
Rynoltice,9,151,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564397,564397,16.57
Soběslavice,6,34,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564401,564401,11.49
Soběslavice,9,44,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564401,564401,28.73
Cetyně,6,75,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564419,564419,34.90
Cetyně,9,29,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564419,564419,15.09
Světlá pod Ještědem,6,209,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564427,564427,15.95
Světlá pod Ještědem,9,272,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564427,564427,27.45
Svijanský Újezd,6,107,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564435,564435,28.13
Svijanský Újezd,9,99,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564435,564435,21.64
Svijany,6,62,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564443,564443,14.46
Svijany,9,88,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564443,564443,20.75
Sychrov,6,45,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564451,564451,20.43
Sychrov,9,47,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564451,564451,25.80
Šimonovice,6,189,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564460,564460,21.19
Šimonovice,9,288,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564460,564460,35.39
Narysov,6,62,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564478,564478,23.91
Narysov,9,50,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564478,564478,17.39
Podlesí,6,258,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564486,564486,24.31
Podlesí,9,240,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564486,564486,21.41
Višňová,6,429,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564494,564494,28.39
Višňová,9,182,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564494,564494,9.20
Dubno,6,67,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564508,564508,16.77
Dubno,9,91,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564508,564508,32.90
Vlastibořice,6,63,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564516,564516,18.47
Vlastibořice,9,81,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564516,564516,23.56
Nepomuk,6,59,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564524,564524,35.92
Nepomuk,9,33,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564524,564524,12.62
Všelibice,6,162,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564532,564532,21.78
Všelibice,9,116,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564532,564532,13.57
Zdislava,6,84,CZ0513,Zeman Miloš Ing.,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564541,564541,27.39
Zdislava,9,46,CZ0513,Schwarzenberg Karel,Liberec,pe311?xjazyk=CZ&xnumnuts=5103&xobec=564541,564541,23.28
Bohostice,6,55,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564559,564559,20.65
Bohostice,9,34,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564559,564559,19.56
Litoměřice,6,5876,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564567,564567,22.09
Litoměřice,9,5364,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564567,564567,24.99
Bechlín,6,369,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564575,564575,24.15
Bechlín,9,201,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564575,564575,13.51
Starosedlský Hrádek,6,52,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564583,564583,27.63
Starosedlský Hrádek,9,17,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564583,564583,14.47
Bohušovice nad Ohří,6,711,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564591,564591,26.19
Bohušovice nad Ohří,9,413,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564591,564591,15.37
Hlubyně,6,65,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564605,564605,30.00
Hlubyně,9,24,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564605,564605,8.88
Brňany,6,125,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564613,564613,24.06
Brňany,9,46,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564613,564613,13.36
Brozany nad Ohří,6,306,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564621,564621,25.00
Brozany nad Ohří,9,251,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564621,564621,21.57
Sedlice,6,72,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564630,564630,14.78
Sedlice,9,71,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564630,564630,19.71
Bříza,6,112,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564648,564648,29.44
Bříza,9,44,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564648,564648,14.44
Budyně nad Ohří,6,602,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564656,564656,27.20
Budyně nad Ohří,9,295,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564656,564656,14.85
Bukovany,6,39,CZ020B,Zeman Miloš Ing.,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564664,564664,26.92
Bukovany,9,12,CZ020B,Schwarzenberg Karel,Příbram,pe311?xjazyk=CZ&xnumnuts=2111&xobec=564664,564664,11.53
Ctiněves,6,92,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564672,564672,28.57
Ctiněves,9,55,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564672,564672,18.01
Drahobudice,6,86,CZ0204,Zeman Miloš Ing.,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564681,564681,31.81
Drahobudice,9,48,CZ0204,Schwarzenberg Karel,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564681,564681,13.63
Černiv,6,51,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564699,564699,30.00
Černiv,9,20,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564699,564699,10.00
Masojedy,6,20,CZ0204,Zeman Miloš Ing.,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564702,564702,11.90
Masojedy,9,21,CZ0204,Schwarzenberg Karel,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564702,564702,30.95
Čížkovice,6,350,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564711,564711,25.94
Čížkovice,9,185,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564711,564711,13.30
Děčany,6,110,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564729,564729,24.63
Děčany,9,33,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564729,564729,7.97
Dlažkovice,6,46,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564737,564737,36.06
Dlažkovice,9,15,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564737,564737,9.83
Dobříň,6,145,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564745,564745,21.42
Dobříň,9,134,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564745,564745,22.07
Doksany,6,99,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564753,564753,29.84
Doksany,9,89,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564753,564753,19.37
Konojedy,6,51,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564761,564761,20.17
Konojedy,9,57,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564761,564761,22.80
Drahobuz,6,86,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564770,564770,29.75
Drahobuz,9,14,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564770,564770,7.43
Prusice,6,27,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564788,564788,25.58
Prusice,9,14,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564788,564788,16.27
Výžerky,6,40,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564796,564796,20.00
Výžerky,9,20,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564796,564796,9.23
Hradešín,6,56,CZ0204,Zeman Miloš Ing.,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564800,564800,20.90
Hradešín,9,112,CZ0204,Schwarzenberg Karel,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564800,564800,36.15
Dušníky,6,103,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564818,564818,17.41
Dušníky,9,61,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564818,564818,16.85
Vrátkov,6,80,CZ0204,Zeman Miloš Ing.,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564826,564826,31.38
Vrátkov,9,49,CZ0204,Schwarzenberg Karel,Kolín,pe311?xjazyk=CZ&xnumnuts=2104&xobec=564826,564826,24.08
Evaň,6,105,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564834,564834,30.00
Evaň,9,31,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564834,564834,6.66
Hlinná,6,65,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564842,564842,26.22
Hlinná,9,59,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564842,564842,27.04
Horní Beřkovice,6,339,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564851,564851,29.51
Horní Beřkovice,9,223,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564851,564851,14.58
Březí,6,70,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564869,564869,15.31
Březí,9,120,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564869,564869,33.01
Hoštka,6,484,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564877,564877,24.90
Hoštka,9,280,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564877,564877,15.65
Doubek,6,52,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564885,564885,16.88
Doubek,9,101,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564885,564885,43.50
Hrobce,6,164,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564893,564893,23.80
Hrobce,9,112,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564893,564893,17.46
Nupaky,6,143,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564907,564907,17.71
Nupaky,9,312,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564907,564907,39.23
Herink,6,54,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564915,564915,14.36
Herink,9,118,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564915,564915,50.57
Chodouny,6,177,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564923,564923,29.13
Chodouny,9,111,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564923,564923,18.87
Chodovlice,6,57,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564931,564931,34.83
Chodovlice,9,17,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564931,564931,10.11
Chotěšov,6,137,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564940,564940,29.77
Chotěšov,9,65,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564940,564940,10.66
Chotiměř,6,100,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564958,564958,33.11
Chotiměř,9,45,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564958,564958,11.03
Chotiněves,6,90,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564966,564966,25.58
Chotiněves,9,34,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=564966,564966,13.95
Káraný,6,129,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564974,564974,22.58
Káraný,9,211,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564974,564974,36.91
Květnice,6,169,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564982,564982,14.53
Květnice,9,510,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564982,564982,43.89
Křenice,6,108,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564991,564991,22.89
Křenice,9,194,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=564991,564991,38.04
Dobročovice,6,40,CZ0209,Zeman Miloš Ing.,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=565008,565008,14.52
Dobročovice,9,81,CZ0209,Schwarzenberg Karel,Praha-východ,pe311?xjazyk=CZ&xnumnuts=2109&xobec=565008,565008,35.04
Keblice,6,88,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565016,565016,23.28
Keblice,9,42,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565016,565016,10.27
Klapý,6,178,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565024,565024,32.74
Klapý,9,74,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565024,565024,15.30
Kleneč,6,140,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565032,565032,24.80
Kleneč,9,92,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565032,565032,17.44
Břežany,6,55,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565041,565041,29.16
Břežany,9,17,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565041,565041,5.55
Kostomlaty pod Řípem,6,131,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565059,565059,32.65
Kostomlaty pod Řípem,9,50,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565059,565059,10.20
Krabčice,6,248,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565067,565067,21.12
Krabčice,9,202,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565067,565067,20.68
Křesín,6,105,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565075,565075,14.52
Křesín,9,70,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565075,565075,17.87
Křešice,6,480,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565083,565083,29.30
Křešice,9,190,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565083,565083,13.41
Kyškovice,6,88,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565091,565091,25.80
Kyškovice,9,64,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565091,565091,20.00
Levín,6,46,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565105,565105,25.60
Levín,9,24,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565105,565105,26.82
Lhotka nad Labem,6,86,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565113,565113,23.84
Lhotka nad Labem,9,59,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565113,565113,15.23
Liběšice,6,399,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565121,565121,25.16
Liběšice,9,189,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565121,565121,11.85
Všesulov,6,40,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565130,565130,20.37
Všesulov,9,7,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565130,565130,11.11
Libkovice pod Řípem,6,160,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565148,565148,28.12
Libkovice pod Řípem,9,78,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565148,565148,12.89
Libochovany,6,177,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565156,565156,33.22
Libochovany,9,103,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565156,565156,12.62
Libochovice,6,1051,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565164,565164,25.47
Libochovice,9,627,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565164,565164,16.46
Libotenice,6,133,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565172,565172,20.08
Libotenice,9,82,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=565172,565172,15.98
Děkov,6,59,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565181,565181,41.09
Děkov,9,21,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565181,565181,10.95
Kolešov,6,27,CZ020C,Zeman Miloš Ing.,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565199,565199,34.14
Kolešov,9,14,CZ020C,Schwarzenberg Karel,Rakovník,pe311?xjazyk=CZ&xnumnuts=2112&xobec=565199,565199,17.07
